"","indicat_procedure","airport","SID/STAR","procedure","entry_exit_waypoint","Runway","waypoint","dist(NM)","Rumo(°)","FL_min","FL_max","Fl_exato","Pto_espera","Ang_espera_1","Ang_espera_2","Merge point","way","procedure_set","lat_air","long_air","lat","long","indicat"
"738",108,"SBCF","SID","SID RNAV GEDAD 1B RWY 34-1","MIMIP","34","PISTA(SBCF)",4.8,337,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GEDAD 1B RWY 34",-19.62444,-43.971944,-19.63571,-43.96693,156
"739",108,"SBCF","SID","SID RNAV GEDAD 1B RWY 34-1","MIMIP","34","CNF",5,255,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GEDAD 1B RWY 34",-19.62444,-43.971944,-19.55821389,-44.04851278,156
"740",108,"SBCF","SID","SID RNAV GEDAD 1B RWY 34-1","MIMIP","34","CF61",7.1,268,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GEDAD 1B RWY 34",-19.62444,-43.971944,-19.6985,-44.118942,156
"741",108,"SBCF","SID","SID RNAV GEDAD 1B RWY 34-1","MIMIP","34","CF62",13.5,268,"9",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GEDAD 1B RWY 34",-19.62444,-43.971944,-19.66556,-44.23356,156
"742",108,"SBCF","SID","SID RNAV GEDAD 1B RWY 34-1","MIMIP","34","GEDAD",2.7,322,"14",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GEDAD 1B RWY 34",-19.62444,-43.971944,-19.756644444,-44.447958333,156
"743",108,"SBCF","SID","SID RNAV GEDAD 1B RWY 34-1","MIMIP","34","NEKEG",7.3,322,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GEDAD 1B RWY 34",-19.62444,-43.971944,-19.590402778,-44.769188889,156
"744",108,"SBCF","SID","SID RNAV GEDAD 1B RWY 34-1","MIMIP","34","MIMIP",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GEDAD 1B RWY 34",-19.62444,-43.971944,-19.531366667,-44.881944444,156
"745",109,"SBCF","SID","SID RNAV GEDAD 1B RWY 34-2","ANDEM","34","PISTA(SBCF)",4.8,337,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV GEDAD 1B RWY 34",-19.62444,-43.971944,-19.63571,-43.96693,157
"746",109,"SBCF","SID","SID RNAV GEDAD 1B RWY 34-2","ANDEM","34","CNF",5,255,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV GEDAD 1B RWY 34",-19.62444,-43.971944,-19.55821389,-44.04851278,157
"747",109,"SBCF","SID","SID RNAV GEDAD 1B RWY 34-2","ANDEM","34","CF61",7.1,268,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV GEDAD 1B RWY 34",-19.62444,-43.971944,-19.6985,-44.118942,157
"748",109,"SBCF","SID","SID RNAV GEDAD 1B RWY 34-2","ANDEM","34","CF62",13.5,268,"9",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV GEDAD 1B RWY 34",-19.62444,-43.971944,-19.66556,-44.23356,157
"749",109,"SBCF","SID","SID RNAV GEDAD 1B RWY 34-2","ANDEM","34","GEDAD",14.1,268,"14",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV GEDAD 1B RWY 34",-19.62444,-43.971944,-19.756644444,-44.447958333,157
"750",109,"SBCF","SID","SID RNAV GEDAD 1B RWY 34-2","ANDEM","34","MOTMA",43,272,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV GEDAD 1B RWY 34",-19.62444,-43.971944,-19.857292449,-44.674287648,157
"751",109,"SBCF","SID","SID RNAV GEDAD 1B RWY 34-2","ANDEM","34","ANDEM",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV GEDAD 1B RWY 34",-19.62444,-43.971944,-20.112594444,-45.385383333,157
"752",110,"SBCF","SID","SID RNAV GEDAD 1B RWY 34-3","PUDVA","34","PISTA(SBCF)",4.8,337,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV GEDAD 1B RWY 34",-19.62444,-43.971944,-19.63571,-43.96693,158
"753",110,"SBCF","SID","SID RNAV GEDAD 1B RWY 34-3","PUDVA","34","CNF",5,255,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV GEDAD 1B RWY 34",-19.62444,-43.971944,-19.55821389,-44.04851278,158
"754",110,"SBCF","SID","SID RNAV GEDAD 1B RWY 34-3","PUDVA","34","CF61",7.1,268,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV GEDAD 1B RWY 34",-19.62444,-43.971944,-19.6985,-44.118942,158
"755",110,"SBCF","SID","SID RNAV GEDAD 1B RWY 34-3","PUDVA","34","CF62",13.5,268,"9",NA,NA,"Não",NA,NA,"Não",3,"SID RNAV GEDAD 1B RWY 34",-19.62444,-43.971944,-19.66556,-44.23356,158
"756",110,"SBCF","SID","SID RNAV GEDAD 1B RWY 34-3","PUDVA","34","GEDAD",22.3,227,"14",NA,NA,"Não",NA,NA,"Não",3,"SID RNAV GEDAD 1B RWY 34",-19.62444,-43.971944,-19.756644444,-44.447958333,158
"757",110,"SBCF","SID","SID RNAV GEDAD 1B RWY 34-3","PUDVA","34","KOVED",25.2,224,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV GEDAD 1B RWY 34",-19.62444,-43.971944,-20.096608333,-44.608997222,158
"758",110,"SBCF","SID","SID RNAV GEDAD 1B RWY 34-3","PUDVA","34","PUDVA",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV GEDAD 1B RWY 34",-19.62444,-43.971944,-20.489650261,-44.770867786,158
"759",111,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-1","PANAS","34","PISTA(SBCF)",4.8,337,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.63571,-43.96693,176
"760",111,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-1","PANAS","34","CNF",5,255,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.55821389,-44.04851278,176
"761",111,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-1","PANAS","34","CF61",11.9,159,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.6985,-44.118942,176
"762",111,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-1","PANAS","34","DEVAD",11.2,16,"9","1",NA,"Não",NA,NA,"Não",1,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.752833333,-43.973833333,176
"763",111,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-1","PANAS","34","IRAXO",7,134,"12",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.8905,-43.839166667,176
"764",111,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-1","PANAS","34","KUBEX",5,134,"13",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.931933333,-43.723272222,176
"765",111,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-1","PANAS","34","CF64",4.8,134,"15",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.961542,-43.64525,176
"766",111,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-1","PANAS","34","OPSAB",17.3,11,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.989963889,-43.560444444,176
"767",111,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-1","PANAS","34","POPNI",8.4,8,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.974361111,-43.25455,176
"768",111,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-1","PANAS","34","IVPEL",37.4,8,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.897208333,-43.130894444,176
"769",111,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-1","PANAS","34","DOMRO",3,8,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.552536111,-42.580277778,176
"770",111,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-1","PANAS","34","PANAS",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.274544444,-42.139830556,176
"771",112,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-2","EVPAD","34","PISTA(SBCF)",4.8,337,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.63571,-43.96693,177
"772",112,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-2","EVPAD","34","CNF",5,255,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.55821389,-44.04851278,177
"773",112,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-2","EVPAD","34","CF61",11.9,159,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.6985,-44.118942,177
"774",112,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-2","EVPAD","34","DEVAD",11.2,16,"9","1",NA,"Não",NA,NA,"Não",2,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.752833333,-43.973833333,177
"775",112,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-2","EVPAD","34","IRAXO",7,134,"12",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.8905,-43.839166667,177
"776",112,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-2","EVPAD","34","KUBEX",5,134,"13",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.931933333,-43.723272222,177
"777",112,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-2","EVPAD","34","CF64",4.8,134,"15",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.961542,-43.64525,177
"778",112,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-2","EVPAD","34","OPSAB",17.3,11,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.989963889,-43.560444444,177
"779",112,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-2","EVPAD","34","POPNI",6.8,11,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.974361111,-43.25455,177
"780",112,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-2","EVPAD","34","GAVAB",8.8,11,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.967244444,-43.134930556,177
"781",112,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-2","EVPAD","34","EVPAD",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.95783333,-42.97866667,177
"782",113,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-3","DEJAN","34","PISTA(SBCF)",4.8,337,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.63571,-43.96693,178
"783",113,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-3","DEJAN","34","CNF",5,255,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.55821389,-44.04851278,178
"784",113,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-3","DEJAN","34","CF61",11.9,159,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.6985,-44.118942,178
"785",113,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-3","DEJAN","34","DEVAD",11.2,16,"9","1",NA,"Não",NA,NA,"Não",3,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.752833333,-43.973833333,178
"786",113,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-3","DEJAN","34","IRAXO",11,224,"12",NA,NA,"Não",NA,NA,"Não",3,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-19.8905,-43.839166667,178
"787",113,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-3","DEJAN","34","GEPNA",28.1,221,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-20.062647222,-43.908102778,178
"788",113,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-3","DEJAN","34","NITLU",15.6,28,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-20.50916667,-44.064,178
"789",113,"SBCF","SID","SID RNAV IRAXO 1B RWY 34-3","DEJAN","34","DEJAN",NA,NA,NA,"28",NA,"Não",NA,NA,"Não",3,"SID RNAV IRAXO 1B RWY 34",-19.62444,-43.971944,-20.76966667,-44.0875,178
"790",114,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-1","PANAS","16","PISTA(SBCF)",12.5,162,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-19.63571,-43.96693,211
"791",114,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-1","PANAS","16","VADON",8.9,17,"8","11",NA,"Não",NA,NA,"Não",1,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-19.807333333,-43.808,211
"792",114,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-1","PANAS","16","KUBEX",9.8,134,"11",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-19.931933333,-43.723272222,211
"793",114,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-1","PANAS","16","OPSAB",5.4,11,"13",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-19.989963889,-43.560444444,211
"794",114,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-1","PANAS","16","VUKPU",12,11,NA,"14",NA,"Não",NA,NA,"Não",1,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-19.985180556,-43.465466667,211
"795",114,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-1","PANAS","16","POPNI",8.4,8,"15",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-19.974361111,-43.25455,211
"796",114,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-1","PANAS","16","IVPEL",37.4,8,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-19.897208333,-43.130894444,211
"797",114,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-1","PANAS","16","DOMRO",3,8,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-19.552536111,-42.580277778,211
"798",114,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-1","PANAS","16","PANAS",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-19.274544444,-42.139830556,211
"799",115,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-2","EVPAD","16","PISTA(SBCF)",12.5,162,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-19.63571,-43.96693,212
"800",115,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-2","EVPAD","16","VADON",8.9,17,"8","11",NA,"Não",NA,NA,"Não",2,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-19.807333333,-43.808,212
"801",115,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-2","EVPAD","16","KUBEX",9.8,134,"11",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-19.931933333,-43.723272222,212
"802",115,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-2","EVPAD","16","OPSAB",5.4,11,"13",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-19.989963889,-43.560444444,212
"803",115,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-2","EVPAD","16","VUKPU",12,11,NA,"14",NA,"Não",NA,NA,"Não",2,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-19.985180556,-43.465466667,212
"804",115,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-2","EVPAD","16","POPNI",6.8,11,"15",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-19.974361111,-43.25455,212
"805",115,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-2","EVPAD","16","GAVAB",8.8,11,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-19.967244444,-43.134930556,212
"806",115,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-2","EVPAD","16","EVPAD",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-19.95783333,-42.97866667,212
"807",116,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-3","DEJAN","16","PISTA(SBCF)",12.5,162,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-19.63571,-43.96693,213
"808",116,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-3","DEJAN","16","VADON",8.9,17,"8","11",NA,"Não",NA,NA,"Não",3,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-19.807333333,-43.808,213
"809",116,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-3","DEJAN","16","KUBEX",8.4,226,"11",NA,NA,"Não",NA,NA,"Não",3,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-19.931933333,-43.723272222,213
"810",116,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-3","DEJAN","16","OGRET",3.6,225,"13",NA,NA,"Não",NA,NA,"Não",3,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-20.062166667,-43.780666667,213
"811",116,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-3","DEJAN","16","ISKEV",15.1,225,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-20.536594444,-43.986311111,213
"812",116,"SBCF","SID","SID RNAV KUBEX 2A RWY 16-3","DEJAN","16","DEJAN",NA,NA,NA,"28",NA,"Não",NA,NA,"Não",3,"SID RNAV KUBEX 2A RWY 16",-19.62444,-43.971944,-20.76966667,-44.0875,213
"813",117,"SBCF","SID","SID RNAV UBSAP 1B RWY 34-1","EVTEK","34","PISTA(SBCF)",4.8,337,"42",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV UBSAP 1B RWY 34",-19.62444,-43.971944,-19.63571,-43.96693,296
"814",117,"SBCF","SID","SID RNAV UBSAP 1B RWY 34-1","EVTEK","34","CNF",11.7,88,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV UBSAP 1B RWY 34",-19.62444,-43.971944,-19.55821389,-44.04851278,296
"815",117,"SBCF","SID","SID RNAV UBSAP 1B RWY 34-1","EVTEK","34","CF66",1.4,88,NA,"8",NA,"Não",NA,NA,"Não",1,"SID RNAV UBSAP 1B RWY 34",-19.62444,-43.971944,-19.474925,-43.861781,296
"816",117,"SBCF","SID","SID RNAV UBSAP 1B RWY 34-1","EVTEK","34","UBSAP",23.8,116,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV UBSAP 1B RWY 34",-19.62444,-43.971944,-19.40055,-43.695716667,296
"817",117,"SBCF","SID","SID RNAV UBSAP 1B RWY 34-1","EVTEK","34","CF68",45.2,116,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV UBSAP 1B RWY 34",-19.62444,-43.971944,-19.4235,-43.276253,296
"818",117,"SBCF","SID","SID RNAV UBSAP 1B RWY 34-1","EVTEK","34","EVTEK",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV UBSAP 1B RWY 34",-19.62444,-43.971944,-19.463,-42.4795,296
"819",118,"SBCF","SID","SID RNAV UBSAP 1B RWY 34-2","KADOR","34","PISTA(SBCF)",4.8,337,"42",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV UBSAP 1B RWY 34",-19.62444,-43.971944,-19.63571,-43.96693,297
"820",118,"SBCF","SID","SID RNAV UBSAP 1B RWY 34-2","KADOR","34","CNF",11.7,88,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV UBSAP 1B RWY 34",-19.62444,-43.971944,-19.55821389,-44.04851278,297
"821",118,"SBCF","SID","SID RNAV UBSAP 1B RWY 34-2","KADOR","34","CF66",1.4,88,NA,"8",NA,"Não",NA,NA,"Não",2,"SID RNAV UBSAP 1B RWY 34",-19.62444,-43.971944,-19.474925,-43.861781,297
"822",118,"SBCF","SID","SID RNAV UBSAP 1B RWY 34-2","KADOR","34","UBSAP",15.1,92,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV UBSAP 1B RWY 34",-19.62444,-43.971944,-19.40055,-43.695716667,297
"823",118,"SBCF","SID","SID RNAV UBSAP 1B RWY 34-2","KADOR","34","SIGAV",44.2,82,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV UBSAP 1B RWY 34",-19.62444,-43.971944,-19.310616667,-43.447061111,297
"824",118,"SBCF","SID","SID RNAV UBSAP 1B RWY 34-2","KADOR","34","KADOR",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV UBSAP 1B RWY 34",-19.62444,-43.971944,-18.926858333,-42.781136111,297
"825",119,"SBCF","SID","SID RNAV VASIX 1A RWY 16-1","MIMIP","16","PISTA(SBCF)",4.5,162,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV VASIX 1A RWY 16",-19.62444,-43.971944,-19.63571,-43.96693,350
"826",119,"SBCF","SID","SID RNAV VASIX 1A RWY 16-1","MIMIP","16","KUMEV",4.9,259,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV VASIX 1A RWY 16",-19.62444,-43.971944,-19.706805556,-43.901138889,350
"827",119,"SBCF","SID","SID RNAV VASIX 1A RWY 16-1","MIMIP","16","DEVAD",12.4,3,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV VASIX 1A RWY 16",-19.62444,-43.971944,-19.752833333,-43.973833333,350
"828",119,"SBCF","SID","SID RNAV VASIX 1A RWY 16-1","MIMIP","16","CNF",7.1,29,"8",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV VASIX 1A RWY 16",-19.62444,-43.971944,-19.55821389,-44.04851278,350
"829",119,"SBCF","SID","SID RNAV VASIX 1A RWY 16-1","MIMIP","16","TISLO",9.1,286,"9",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV VASIX 1A RWY 16",-19.62444,-43.971944,-19.563666667,-44.174166667,350
"830",119,"SBCF","SID","SID RNAV VASIX 1A RWY 16-1","MIMIP","16","PALIR",4.4,286,"13",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV VASIX 1A RWY 16",-19.62444,-43.971944,-19.582497222,-44.334319444,350
"831",119,"SBCF","SID","SID RNAV VASIX 1A RWY 16-1","MIMIP","16","VASIX",2.5,31,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV VASIX 1A RWY 16",-19.62444,-43.971944,-19.591383333,-44.410625,350
"832",119,"SBCF","SID","SID RNAV VASIX 1A RWY 16-1","MIMIP","16","UBREK",6.5,31,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV VASIX 1A RWY 16",-19.62444,-43.971944,-19.545883333,-44.768941667,350
"833",119,"SBCF","SID","SID RNAV VASIX 1A RWY 16-1","MIMIP","16","MIMIP",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV VASIX 1A RWY 16",-19.62444,-43.971944,-19.531366667,-44.881944444,350
"834",120,"SBCF","SID","SID RNAV VASIX 1A RWY 16-2","ANDEM","16","PISTA(SBCF)",4.5,162,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV VASIX 1A RWY 16",-19.62444,-43.971944,-19.63571,-43.96693,351
"835",120,"SBCF","SID","SID RNAV VASIX 1A RWY 16-2","ANDEM","16","KUMEV",4.9,259,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV VASIX 1A RWY 16",-19.62444,-43.971944,-19.706805556,-43.901138889,351
"836",120,"SBCF","SID","SID RNAV VASIX 1A RWY 16-2","ANDEM","16","DEVAD",12.4,3,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV VASIX 1A RWY 16",-19.62444,-43.971944,-19.752833333,-43.973833333,351
"837",120,"SBCF","SID","SID RNAV VASIX 1A RWY 16-2","ANDEM","16","CNF",7.1,29,"8",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV VASIX 1A RWY 16",-19.62444,-43.971944,-19.55821389,-44.04851278,351
"838",120,"SBCF","SID","SID RNAV VASIX 1A RWY 16-2","ANDEM","16","TISLO",9.1,286,"9",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV VASIX 1A RWY 16",-19.62444,-43.971944,-19.563666667,-44.174166667,351
"839",120,"SBCF","SID","SID RNAV VASIX 1A RWY 16-2","ANDEM","16","PALIR",4.4,286,"13",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV VASIX 1A RWY 16",-19.62444,-43.971944,-19.582497222,-44.334319444,351
"840",120,"SBCF","SID","SID RNAV VASIX 1A RWY 16-2","ANDEM","16","VASIX",19.6,263,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV VASIX 1A RWY 16",-19.62444,-43.971944,-19.591383333,-44.410625,351
"841",120,"SBCF","SID","SID RNAV VASIX 1A RWY 16-2","ANDEM","16","OGMER",43.7,263,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV VASIX 1A RWY 16",-19.62444,-43.971944,-19.753066667,-44.711680556,351
"842",120,"SBCF","SID","SID RNAV VASIX 1A RWY 16-2","ANDEM","16","ANDEM",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV VASIX 1A RWY 16",-19.62444,-43.971944,-20.112594444,-45.385383333,351
"843",121,"SBCF","SID","SID RNAV VASIX 1A RWY 16-3","PUDVA","16","PISTA(SBCF)",4.5,162,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV VASIX 1A RWY 16",-19.62444,-43.971944,-19.63571,-43.96693,352
"844",121,"SBCF","SID","SID RNAV VASIX 1A RWY 16-3","PUDVA","16","KUMEV",4.9,259,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV VASIX 1A RWY 16",-19.62444,-43.971944,-19.706805556,-43.901138889,352
"845",121,"SBCF","SID","SID RNAV VASIX 1A RWY 16-3","PUDVA","16","DEVAD",12.4,3,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV VASIX 1A RWY 16",-19.62444,-43.971944,-19.752833333,-43.973833333,352
